file,label,feature
classical.00078,classical,classical/classical.00078.npy
metal.00087,metal,metal/metal.00087.npy
disco.00059,disco,disco/disco.00059.npy
pop.00082,pop,pop/pop.00082.npy
reggae.00030,reggae,reggae/reggae.00030.npy
jazz.00010,jazz,jazz/jazz.00010.npy
blues.00082,blues,blues/blues.00082.npy
classical.00025,classical,classical/classical.00025.npy
metal.00029,metal,metal/metal.00029.npy
disco.00010,disco,disco/disco.00010.npy
reggae.00086,reggae,reggae/reggae.00086.npy
reggae.00074,reggae,reggae/reggae.00074.npy
blues.00072,blues,blues/blues.00072.npy
metal.00012,metal,metal/metal.00012.npy
hiphop.00061,hiphop,hiphop/hiphop.00061.npy
reggae.00037,reggae,reggae/reggae.00037.npy
classical.00069,classical,classical/classical.00069.npy
reggae.00046,reggae,reggae/reggae.00046.npy
jazz.00037,jazz,jazz/jazz.00037.npy
country.00009,country,country/country.00009.npy
rock.00047,rock,rock/rock.00047.npy
reggae.00007,reggae,reggae/reggae.00007.npy
blues.00036,blues,blues/blues.00036.npy
country.00010,country,country/country.00010.npy
classical.00031,classical,classical/classical.00031.npy
hiphop.00004,hiphop,hiphop/hiphop.00004.npy
hiphop.00050,hiphop,hiphop/hiphop.00050.npy
reggae.00073,reggae,reggae/reggae.00073.npy
blues.00039,blues,blues/blues.00039.npy
pop.00076,pop,pop/pop.00076.npy
disco.00033,disco,disco/disco.00033.npy
pop.00021,pop,pop/pop.00021.npy
hiphop.00016,hiphop,hiphop/hiphop.00016.npy
country.00024,country,country/country.00024.npy
metal.00021,metal,metal/metal.00021.npy
hiphop.00081,hiphop,hiphop/hiphop.00081.npy
metal.00069,metal,metal/metal.00069.npy
disco.00098,disco,disco/disco.00098.npy
blues.00055,blues,blues/blues.00055.npy
reggae.00062,reggae,reggae/reggae.00062.npy
reggae.00049,reggae,reggae/reggae.00049.npy
jazz.00004,jazz,jazz/jazz.00004.npy
rock.00083,rock,rock/rock.00083.npy
blues.00077,blues,blues/blues.00077.npy
classical.00064,classical,classical/classical.00064.npy
metal.00078,metal,metal/metal.00078.npy
reggae.00005,reggae,reggae/reggae.00005.npy
classical.00050,classical,classical/classical.00050.npy
rock.00045,rock,rock/rock.00045.npy
rock.00091,rock,rock/rock.00091.npy
disco.00074,disco,disco/disco.00074.npy
pop.00049,pop,pop/pop.00049.npy
reggae.00067,reggae,reggae/reggae.00067.npy
hiphop.00023,hiphop,hiphop/hiphop.00023.npy
blues.00051,blues,blues/blues.00051.npy
reggae.00093,reggae,reggae/reggae.00093.npy
blues.00067,blues,blues/blues.00067.npy
classical.00009,classical,classical/classical.00009.npy
rock.00069,rock,rock/rock.00069.npy
disco.00072,disco,disco/disco.00072.npy
jazz.00040,jazz,jazz/jazz.00040.npy
country.00065,country,country/country.00065.npy
blues.00091,blues,blues/blues.00091.npy
classical.00035,classical,classical/classical.00035.npy
country.00014,country,country/country.00014.npy
blues.00075,blues,blues/blues.00075.npy
classical.00048,classical,classical/classical.00048.npy
country.00083,country,country/country.00083.npy
classical.00033,classical,classical/classical.00033.npy
country.00080,country,country/country.00080.npy
hiphop.00069,hiphop,hiphop/hiphop.00069.npy
disco.00042,disco,disco/disco.00042.npy
reggae.00057,reggae,reggae/reggae.00057.npy
reggae.00077,reggae,reggae/reggae.00077.npy
hiphop.00063,hiphop,hiphop/hiphop.00063.npy
rock.00070,rock,rock/rock.00070.npy
classical.00100,classical,classical/classical.00100.npy
hiphop.00073,hiphop,hiphop/hiphop.00073.npy
classical.00038,classical,classical/classical.00038.npy
classical.00093,classical,classical/classical.00093.npy
rock.00072,rock,rock/rock.00072.npy
jazz.00073,jazz,jazz/jazz.00073.npy
metal.00065,metal,metal/metal.00065.npy
jazz.00083,jazz,jazz/jazz.00083.npy
metal.00037,metal,metal/metal.00037.npy
reggae.00003,reggae,reggae/reggae.00003.npy
rock.00051,rock,rock/rock.00051.npy
rock.00089,rock,rock/rock.00089.npy
blues.00093,blues,blues/blues.00093.npy
disco.00081,disco,disco/disco.00081.npy
disco.00088,disco,disco/disco.00088.npy
rock.00015,rock,rock/rock.00015.npy
country.00011,country,country/country.00011.npy
jazz.00084,jazz,jazz/jazz.00084.npy
hiphop.00057,hiphop,hiphop/hiphop.00057.npy
classical.00004,classical,classical/classical.00004.npy
country.00088,country,country/country.00088.npy
disco.00024,disco,disco/disco.00024.npy
pop.00072,pop,pop/pop.00072.npy
classical.00022,classical,classical/classical.00022.npy
jazz.00070,jazz,jazz/jazz.00070.npy
disco.00021,disco,disco/disco.00021.npy
reggae.00089,reggae,reggae/reggae.00089.npy
rock.00075,rock,rock/rock.00075.npy
disco.00083,disco,disco/disco.00083.npy
classical.00063,classical,classical/classical.00063.npy
pop.00100,pop,pop/pop.00100.npy
pop.00002,pop,pop/pop.00002.npy
country.00017,country,country/country.00017.npy
pop.00089,pop,pop/pop.00089.npy
hiphop.00007,hiphop,hiphop/hiphop.00007.npy
blues.00038,blues,blues/blues.00038.npy
blues.00073,blues,blues/blues.00073.npy
country.00084,country,country/country.00084.npy
hiphop.00074,hiphop,hiphop/hiphop.00074.npy
hiphop.00045,hiphop,hiphop/hiphop.00045.npy
hiphop.00096,hiphop,hiphop/hiphop.00096.npy
country.00089,country,country/country.00089.npy
blues.00074,blues,blues/blues.00074.npy
reggae.00096,reggae,reggae/reggae.00096.npy
disco.00091,disco,disco/disco.00091.npy
disco.00002,disco,disco/disco.00002.npy
jazz.00048,jazz,jazz/jazz.00048.npy
disco.00014,disco,disco/disco.00014.npy
jazz.00057,jazz,jazz/jazz.00057.npy
hiphop.00077,hiphop,hiphop/hiphop.00077.npy
country.00094,country,country/country.00094.npy
rock.00009,rock,rock/rock.00009.npy
metal.00075,metal,metal/metal.00075.npy
jazz.00060,jazz,jazz/jazz.00060.npy
pop.00007,pop,pop/pop.00007.npy
classical.00075,classical,classical/classical.00075.npy
blues.00050,blues,blues/blues.00050.npy
country.00100,country,country/country.00100.npy
jazz.00078,jazz,jazz/jazz.00078.npy
country.00022,country,country/country.00022.npy
jazz.00091,jazz,jazz/jazz.00091.npy
hiphop.00041,hiphop,hiphop/hiphop.00041.npy
country.00074,country,country/country.00074.npy
country.00098,country,country/country.00098.npy
metal.00049,metal,metal/metal.00049.npy
country.00085,country,country/country.00085.npy
jazz.00038,jazz,jazz/jazz.00038.npy
country.00072,country,country/country.00072.npy
jazz.00049,jazz,jazz/jazz.00049.npy
metal.00015,metal,metal/metal.00015.npy
disco.00016,disco,disco/disco.00016.npy
classical.00098,classical,classical/classical.00098.npy
blues.00064,blues,blues/blues.00064.npy
hiphop.00065,hiphop,hiphop/hiphop.00065.npy
metal.00035,metal,metal/metal.00035.npy
reggae.00032,reggae,reggae/reggae.00032.npy
reggae.00090,reggae,reggae/reggae.00090.npy
pop.00013,pop,pop/pop.00013.npy
reggae.00014,reggae,reggae/reggae.00014.npy
disco.00069,disco,disco/disco.00069.npy
pop.00032,pop,pop/pop.00032.npy
pop.00034,pop,pop/pop.00034.npy
country.00067,country,country/country.00067.npy
classical.00055,classical,classical/classical.00055.npy
reggae.00022,reggae,reggae/reggae.00022.npy
country.00091,country,country/country.00091.npy
pop.00053,pop,pop/pop.00053.npy
pop.00010,pop,pop/pop.00010.npy
country.00021,country,country/country.00021.npy
blues.00081,blues,blues/blues.00081.npy
pop.00046,pop,pop/pop.00046.npy
rock.00057,rock,rock/rock.00057.npy
hiphop.00052,hiphop,hiphop/hiphop.00052.npy
country.00060,country,country/country.00060.npy
classical.00084,classical,classical/classical.00084.npy
jazz.00064,jazz,jazz/jazz.00064.npy
classical.00030,classical,classical/classical.00030.npy
rock.00012,rock,rock/rock.00012.npy
rock.00036,rock,rock/rock.00036.npy
disco.00027,disco,disco/disco.00027.npy
rock.00061,rock,rock/rock.00061.npy
hiphop.00064,hiphop,hiphop/hiphop.00064.npy
pop.00012,pop,pop/pop.00012.npy
blues.00017,blues,blues/blues.00017.npy
rock.00060,rock,rock/rock.00060.npy
jazz.00035,jazz,jazz/jazz.00035.npy
hiphop.00071,hiphop,hiphop/hiphop.00071.npy
classical.00005,classical,classical/classical.00005.npy
rock.00080,rock,rock/rock.00080.npy
classical.00062,classical,classical/classical.00062.npy
pop.00094,pop,pop/pop.00094.npy
hiphop.00085,hiphop,hiphop/hiphop.00085.npy
pop.00059,pop,pop/pop.00059.npy
rock.00081,rock,rock/rock.00081.npy
metal.00047,metal,metal/metal.00047.npy
jazz.00009,jazz,jazz/jazz.00009.npy
country.00062,country,country/country.00062.npy
hiphop.00009,hiphop,hiphop/hiphop.00009.npy
jazz.00074,jazz,jazz/jazz.00074.npy
rock.00039,rock,rock/rock.00039.npy
country.00043,country,country/country.00043.npy
metal.00039,metal,metal/metal.00039.npy
country.00006,country,country/country.00006.npy
disco.00028,disco,disco/disco.00028.npy
jazz.00080,jazz,jazz/jazz.00080.npy
reggae.00006,reggae,reggae/reggae.00006.npy
hiphop.00097,hiphop,hiphop/hiphop.00097.npy
rock.00094,rock,rock/rock.00094.npy
metal.00096,metal,metal/metal.00096.npy
pop.00095,pop,pop/pop.00095.npy
country.00042,country,country/country.00042.npy
reggae.00084,reggae,reggae/reggae.00084.npy
pop.00052,pop,pop/pop.00052.npy
rock.00005,rock,rock/rock.00005.npy
reggae.00088,reggae,reggae/reggae.00088.npy
metal.00010,metal,metal/metal.00010.npy
blues.00028,blues,blues/blues.00028.npy
country.00044,country,country/country.00044.npy
rock.00055,rock,rock/rock.00055.npy
hiphop.00024,hiphop,hiphop/hiphop.00024.npy
hiphop.00084,hiphop,hiphop/hiphop.00084.npy
reggae.00068,reggae,reggae/reggae.00068.npy
hiphop.00092,hiphop,hiphop/hiphop.00092.npy
metal.00027,metal,metal/metal.00027.npy
reggae.00048,reggae,reggae/reggae.00048.npy
classical.00083,classical,classical/classical.00083.npy
pop.00063,pop,pop/pop.00063.npy
reggae.00058,reggae,reggae/reggae.00058.npy
classical.00039,classical,classical/classical.00039.npy
pop.00045,pop,pop/pop.00045.npy
hiphop.00040,hiphop,hiphop/hiphop.00040.npy
hiphop.00030,hiphop,hiphop/hiphop.00030.npy
rock.00085,rock,rock/rock.00085.npy
metal.00038,metal,metal/metal.00038.npy
pop.00001,pop,pop/pop.00001.npy
classical.00080,classical,classical/classical.00080.npy
metal.00019,metal,metal/metal.00019.npy
metal.00073,metal,metal/metal.00073.npy
rock.00037,rock,rock/rock.00037.npy
metal.00005,metal,metal/metal.00005.npy
reggae.00087,reggae,reggae/reggae.00087.npy
reggae.00041,reggae,reggae/reggae.00041.npy
reggae.00059,reggae,reggae/reggae.00059.npy
rock.00023,rock,rock/rock.00023.npy
country.00092,country,country/country.00092.npy
jazz.00019,jazz,jazz/jazz.00019.npy
hiphop.00043,hiphop,hiphop/hiphop.00043.npy
pop.00016,pop,pop/pop.00016.npy
pop.00040,pop,pop/pop.00040.npy
rock.00065,rock,rock/rock.00065.npy
classical.00090,classical,classical/classical.00090.npy
pop.00008,pop,pop/pop.00008.npy
pop.00011,pop,pop/pop.00011.npy
reggae.00045,reggae,reggae/reggae.00045.npy
reggae.00039,reggae,reggae/reggae.00039.npy
country.00070,country,country/country.00070.npy
disco.00096,disco,disco/disco.00096.npy
metal.00050,metal,metal/metal.00050.npy
metal.00018,metal,metal/metal.00018.npy
metal.00007,metal,metal/metal.00007.npy
classical.00036,classical,classical/classical.00036.npy
pop.00030,pop,pop/pop.00030.npy
blues.00061,blues,blues/blues.00061.npy
metal.00054,metal,metal/metal.00054.npy
metal.00051,metal,metal/metal.00051.npy
jazz.00014,jazz,jazz/jazz.00014.npy
reggae.00044,reggae,reggae/reggae.00044.npy
reggae.00098,reggae,reggae/reggae.00098.npy
country.00035,country,country/country.00035.npy
reggae.00010,reggae,reggae/reggae.00010.npy
reggae.00064,reggae,reggae/reggae.00064.npy
metal.00076,metal,metal/metal.00076.npy
reggae.00051,reggae,reggae/reggae.00051.npy
metal.00066,metal,metal/metal.00066.npy
pop.00084,pop,pop/pop.00084.npy
jazz.00024,jazz,jazz/jazz.00024.npy
reggae.00092,reggae,reggae/reggae.00092.npy
classical.00014,classical,classical/classical.00014.npy
country.00013,country,country/country.00013.npy
metal.00034,metal,metal/metal.00034.npy
reggae.00081,reggae,reggae/reggae.00081.npy
pop.00073,pop,pop/pop.00073.npy
metal.00085,metal,metal/metal.00085.npy
pop.00071,pop,pop/pop.00071.npy
hiphop.00048,hiphop,hiphop/hiphop.00048.npy
metal.00042,metal,metal/metal.00042.npy
rock.00043,rock,rock/rock.00043.npy
rock.00097,rock,rock/rock.00097.npy
reggae.00066,reggae,reggae/reggae.00066.npy
country.00047,country,country/country.00047.npy
rock.00084,rock,rock/rock.00084.npy
country.00019,country,country/country.00019.npy
blues.00083,blues,blues/blues.00083.npy
blues.00034,blues,blues/blues.00034.npy
jazz.00046,jazz,jazz/jazz.00046.npy
metal.00053,metal,metal/metal.00053.npy
classical.00073,classical,classical/classical.00073.npy
country.00025,country,country/country.00025.npy
hiphop.00034,hiphop,hiphop/hiphop.00034.npy
blues.00096,blues,blues/blues.00096.npy
classical.00018,classical,classical/classical.00018.npy
hiphop.00026,hiphop,hiphop/hiphop.00026.npy
hiphop.00010,hiphop,hiphop/hiphop.00010.npy
pop.00014,pop,pop/pop.00014.npy
jazz.00013,jazz,jazz/jazz.00013.npy
pop.00017,pop,pop/pop.00017.npy
blues.00056,blues,blues/blues.00056.npy
disco.00022,disco,disco/disco.00022.npy
classical.00052,classical,classical/classical.00052.npy
classical.00056,classical,classical/classical.00056.npy
blues.00092,blues,blues/blues.00092.npy
reggae.00043,reggae,reggae/reggae.00043.npy
rock.00044,rock,rock/rock.00044.npy
jazz.00021,jazz,jazz/jazz.00021.npy
hiphop.00006,hiphop,hiphop/hiphop.00006.npy
rock.00049,rock,rock/rock.00049.npy
country.00056,country,country/country.00056.npy
hiphop.00058,hiphop,hiphop/hiphop.00058.npy
disco.00030,disco,disco/disco.00030.npy
reggae.00028,reggae,reggae/reggae.00028.npy
hiphop.00035,hiphop,hiphop/hiphop.00035.npy
pop.00079,pop,pop/pop.00079.npy
hiphop.00042,hiphop,hiphop/hiphop.00042.npy
rock.00088,rock,rock/rock.00088.npy
reggae.00016,reggae,reggae/reggae.00016.npy
metal.00030,metal,metal/metal.00030.npy
jazz.00044,jazz,jazz/jazz.00044.npy
hiphop.00067,hiphop,hiphop/hiphop.00067.npy
disco.00041,disco,disco/disco.00041.npy
hiphop.00022,hiphop,hiphop/hiphop.00022.npy
rock.00002,rock,rock/rock.00002.npy
jazz.00056,jazz,jazz/jazz.00056.npy
hiphop.00020,hiphop,hiphop/hiphop.00020.npy
hiphop.00088,hiphop,hiphop/hiphop.00088.npy
hiphop.00046,hiphop,hiphop/hiphop.00046.npy
country.00073,country,country/country.00073.npy
blues.00043,blues,blues/blues.00043.npy
country.00016,country,country/country.00016.npy
disco.00079,disco,disco/disco.00079.npy
blues.00076,blues,blues/blues.00076.npy
disco.00060,disco,disco/disco.00060.npy
pop.00003,pop,pop/pop.00003.npy
classical.00061,classical,classical/classical.00061.npy
reggae.00025,reggae,reggae/reggae.00025.npy
classical.00060,classical,classical/classical.00060.npy
blues.00063,blues,blues/blues.00063.npy
classical.00032,classical,classical/classical.00032.npy
classical.00001,classical,classical/classical.00001.npy
pop.00048,pop,pop/pop.00048.npy
disco.00050,disco,disco/disco.00050.npy
reggae.00035,reggae,reggae/reggae.00035.npy
jazz.00033,jazz,jazz/jazz.00033.npy
hiphop.00021,hiphop,hiphop/hiphop.00021.npy
hiphop.00036,hiphop,hiphop/hiphop.00036.npy
country.00037,country,country/country.00037.npy
metal.00068,metal,metal/metal.00068.npy
rock.00025,rock,rock/rock.00025.npy
jazz.00067,jazz,jazz/jazz.00067.npy
country.00058,country,country/country.00058.npy
metal.00084,metal,metal/metal.00084.npy
pop.00061,pop,pop/pop.00061.npy
classical.00020,classical,classical/classical.00020.npy
blues.00016,blues,blues/blues.00016.npy
classical.00019,classical,classical/classical.00019.npy
metal.00056,metal,metal/metal.00056.npy
hiphop.00011,hiphop,hiphop/hiphop.00011.npy
blues.00010,blues,blues/blues.00010.npy
disco.00058,disco,disco/disco.00058.npy
pop.00064,pop,pop/pop.00064.npy
disco.00082,disco,disco/disco.00082.npy
blues.00037,blues,blues/blues.00037.npy
pop.00035,pop,pop/pop.00035.npy
disco.00061,disco,disco/disco.00061.npy
classical.00003,classical,classical/classical.00003.npy
rock.00014,rock,rock/rock.00014.npy
metal.00063,metal,metal/metal.00063.npy
rock.00019,rock,rock/rock.00019.npy
pop.00091,pop,pop/pop.00091.npy
pop.00067,pop,pop/pop.00067.npy
disco.00087,disco,disco/disco.00087.npy
metal.00011,metal,metal/metal.00011.npy
hiphop.00089,hiphop,hiphop/hiphop.00089.npy
jazz.00017,jazz,jazz/jazz.00017.npy
hiphop.00054,hiphop,hiphop/hiphop.00054.npy
metal.00070,metal,metal/metal.00070.npy
hiphop.00025,hiphop,hiphop/hiphop.00025.npy
hiphop.00005,hiphop,hiphop/hiphop.00005.npy
pop.00023,pop,pop/pop.00023.npy
metal.00009,metal,metal/metal.00009.npy
pop.00074,pop,pop/pop.00074.npy
jazz.00063,jazz,jazz/jazz.00063.npy
blues.00024,blues,blues/blues.00024.npy
metal.00079,metal,metal/metal.00079.npy
reggae.00069,reggae,reggae/reggae.00069.npy
disco.00085,disco,disco/disco.00085.npy
rock.00034,rock,rock/rock.00034.npy
country.00036,country,country/country.00036.npy
classical.00071,classical,classical/classical.00071.npy
rock.00077,rock,rock/rock.00077.npy
blues.00053,blues,blues/blues.00053.npy
jazz.00045,jazz,jazz/jazz.00045.npy
reggae.00082,reggae,reggae/reggae.00082.npy
blues.00026,blues,blues/blues.00026.npy
disco.00054,disco,disco/disco.00054.npy
pop.00041,pop,pop/pop.00041.npy
country.00096,country,country/country.00096.npy
pop.00038,pop,pop/pop.00038.npy
rock.00028,rock,rock/rock.00028.npy
rock.00062,rock,rock/rock.00062.npy
classical.00092,classical,classical/classical.00092.npy
disco.00090,disco,disco/disco.00090.npy
disco.00017,disco,disco/disco.00017.npy
blues.00003,blues,blues/blues.00003.npy
reggae.00047,reggae,reggae/reggae.00047.npy
metal.00017,metal,metal/metal.00017.npy
country.00057,country,country/country.00057.npy
blues.00025,blues,blues/blues.00025.npy
pop.00042,pop,pop/pop.00042.npy
disco.00093,disco,disco/disco.00093.npy
rock.00041,rock,rock/rock.00041.npy
jazz.00081,jazz,jazz/jazz.00081.npy
blues.00099,blues,blues/blues.00099.npy
blues.00054,blues,blues/blues.00054.npy
hiphop.00076,hiphop,hiphop/hiphop.00076.npy
rock.00001,rock,rock/rock.00001.npy
jazz.00062,jazz,jazz/jazz.00062.npy
jazz.00069,jazz,jazz/jazz.00069.npy
disco.00003,disco,disco/disco.00003.npy
rock.00029,rock,rock/rock.00029.npy
blues.00094,blues,blues/blues.00094.npy
metal.00080,metal,metal/metal.00080.npy
pop.00051,pop,pop/pop.00051.npy
rock.00063,rock,rock/rock.00063.npy
